text,created_at,hashtags
"[9:54PM] #Idumota #TrafficUpdate 

Free flow of movement in and out of Idumota.

Movement from Tinubu Square inw Nnamdi Azikiwe Street enroute Tom Jones intersection is free for now.

Oyebanji roundabout inw Adeniji Adele Road down to Police Post by Oba's Palace is good.",Tue Jan 14 21:00:42 +0000 2025,"['Idumota', 'TrafficUpdate']"
"[9:26PM] #Ikoyi #TrafficUpdate 

Falomo inward Bourdillon Road, Alexander Road link bridge, Alexander roundabout inward Gerrad roundabout are all good.

Falomo inward Awolowo Road down to Onikan roundabout is good.

Alfred Rewane Road, Registry, NNPC, Golden Gate, Bayo Kuku https://t.co/6ymjufkLfk",Tue Jan 14 20:30:04 +0000 2025,"['Ikoyi', 'TrafficUpdate']"
"[8:25PM] #Dopemu #TrafficUpdate 

Cement inw Goye junction to Akiwowo is good.

Agbotikuyo inw Swipha down to Akowonjo roundabout connecting Shasha is good.
Vulcanizer b/stop inw Ogunlana junction Egbeda is cool and calm.

Officers are strategically positioned doing the needful.",Tue Jan 14 19:28:53 +0000 2025,"['Dopemu', 'TrafficUpdate']"
"[8:20PM] #PWD #TrafficUpdate 

Bolade Oshodi inw National through Ladipo, Shogunle, PWD and Airport B/stop is very good.

National inw Ile Zik through Ikeja overpass bridge, Ajayi Farm is good.

Ile Zik inw Cement, Sule junction is free for now. 

The stretch of Cement, Sule",Tue Jan 14 19:25:53 +0000 2025,"['PWD', 'TrafficUpdate']"
"[7:27PM] #OjoduBerger #TrafficUpdate 

Good movement in and out on Lagos Ibadan ExpressWay. 
Busy movement from Isheri Olowora, River Valley and Kosoko. 
Good movement towards VIS, Grammar School, Omole junction and Excellence. 
Slow and Steady towards Yaya Abaton, Thomas Salakoa https://t.co/7eVlEHQmiv",Tue Jan 14 18:32:30 +0000 2025,"['OjoduBerger', 'TrafficUpdate']"
"[7:07PM] #Jibowu_Yaba_Oyingbo #TrafficUpdate 

Jibowu inward and outward Empire is good.
Jibowu inward and outward Fadeyi is also good.
Jibowu inward Yaba Phase1 and 2 is good.
The stretch of Muritala Muhammed Way enroute Alagomeji, Adekunle, Post Office down to Oyingbo is good.",Tue Jan 14 18:14:27 +0000 2025,"['Jibowu_Yaba_Oyingbo', 'TrafficUpdate']"
"[6:55PM] #Mile2 #TrafficUpdate 

Movement from Ijesha through Second Rainbow down to Mile2 is very good, while return journey inward Oshodi is slow due to the road closure ascending from Mile2 Bridge.

Descending Mile2 Bridge inw Signal Barracks down to Alaba Suru is also slow https://t.co/5b2ddl1IdB",Tue Jan 14 18:04:43 +0000 2025,"['Mile2', 'TrafficUpdate']"
"[6:33AM] #Marina #TrafficUpdate 

Good movement from UBA roundabout towards NNPC filling station.
Onward Cathedral church down to Nitel intersectionnos good. 

Good movement from State House connecting Force Road. 

Good movement from Zone 2 underneath bridge towards Flag Staff https://t.co/G1CHjj6TTp",Tue Jan 14 17:41:07 +0000 2025,"['Marina', 'TrafficUpdate']"
"[5:50AM]  #AgegeMotorRd
#TrafficUpdate

It's still a rapid vehicular movement from Dopemu Underneath the bridge through Sule junction enroute Bolade Oshodi, same as the return journey back to Sule Junction and Dopemu Underneath the bridge.
#FollowLASTMA https://t.co/tle5QuSv2A",Tue Jan 14 04:58:05 +0000 2025,"['AgegeMotorRd', 'TrafficUpdate', 'FollowLASTMA']"
"[10:00PM] #Ojodu #Berger #TrafficUpdate 

Still a good movement from Otedola to Opic and the return journey from Opic to Otedola is equally good. 
The traffic has subsided from Isheri Olowora, River valley, Kosoko. 
Better movement towards VIS, Grammar school, Omole junction, https://t.co/babS8yI2vX",Mon Jan 13 21:06:17 +0000 2025,"['Ojodu', 'Berger', 'TrafficUpdate']"
"[8:33PM] #IjaiyeRd #IncidentReport

An accident involving a Flat Body trailer and a Lexus jeep on Ijaye road by Marketing junction inward Odo eran with impact on traffic flow traffic.
Our officers are on ground with structure in place to ensure  smooth flow while effort is https://t.co/VyCn4ZNTvU",Mon Jan 13 19:40:34 +0000 2025,"['IjaiyeRd', 'IncidentReport']"
"[7:48PM] #Dopemu #TrafficUpdate 

Presently, the traffic situation at Cement down to Goye junction towards Iyana Ipaja is an appreciable movement likewise the return journey to Goye junction connecting to Akiwowo junction towards Alaguntan junction is also an appreciable one. https://t.co/2cFafMipTW",Mon Jan 13 18:49:08 +0000 2025,"['Dopemu', 'TrafficUpdate']"
"[5:44PM] #IkoroduRd #IncidentReport 

A broken down loaded 40ft containerized truck having hub &amp; stud problem at Idi Iroko inward Maryland on the main carriage way, occupying 50% of the road. Our officers are on scene managing the situation while waiting for mechanic to fix the https://t.co/l95gwwh0ab",Mon Jan 13 16:45:38 +0000 2025,"['IkoroduRd', 'IncidentReport']"
"[5:38PM] #BergerOke #IncidentReport 

A broken down loaded double 20ft containerized truck having brake pad issue at Berger Oke inward Otedola. Effort is ongoing for recovery, while our officers are on scene monitoring the situation as it's not affecting traffic presently. https://t.co/Xx4DkWrRMK",Mon Jan 13 16:38:49 +0000 2025,"['BergerOke', 'IncidentReport']"
"[5:08PM] #3MB #CMS #Obalende #TrafficUpdate 

Good movement from Adekunle inward Adeniji
Obalende inward Onikan and descending to Flagg house.

Ascending Obalende inward Simpson, Osborne connecting Emergency point Inward Ilubinrin to connect Adeniji is busy at the moment due to https://t.co/YAUfXMsp79",Mon Jan 13 16:08:52 +0000 2025,"['3MB', 'CMS', 'Obalende', 'TrafficUpdate']"
"[3:00PM]
#PWD
#BreakdownReports
There's a brokendown commercial bus on top of the overpass inward Ajayi Farm with tyre problem (damaged rim of the rear right tyre) affecting vehicular movement with backlog stretching towards Airport bus stop.
The owner is working on it while https://t.co/8iAoVYeI7h",Mon Jan 13 14:02:01 +0000 2025,"['PWD', 'BreakdownReports']"
"[2:55PM]
#Otto_Ijanikin
#BreakdownReports
There's a brokendown HOWO Truck with Propeller problem at Iyana Isashi bus stop inward Agbara, Badagry expressway. 
Mechanic has been contacted.
Traffic is moving as expected for now as officers are on ground managing accordingly. https://t.co/PIDMDPHdcn",Mon Jan 13 13:58:38 +0000 2025,"['Otto_Ijanikin', 'BreakdownReports']"
"[2:35PM]
#Badagry
#BreakdownReports 
There's a brokendown 40ft container laden truck at Morogbo Inward Badagry along Lagos Badagry Expressway having shaft problem. Mechanic is working on it and personnel are positioned to ensure free flow of traffic. 
Not having effect on Traffic https://t.co/zJcFKcf3nu",Mon Jan 13 13:40:17 +0000 2025,"['Badagry', 'BreakdownReports']"
"[2:20PM]
#Okota_Isolo
#TrafficReports 
Cele stretch towards Pako is good to go likewise return journey. 
Ago Palace road both inward and outward journey Apple junction is encouraging. 
Inner part of Nwachukwu drive to connect Cele is good to go likewise return journey. 
Cele link https://t.co/T49Nx3YhTY",Mon Jan 13 13:25:23 +0000 2025,"['Okota_Isolo', 'TrafficReports']"
"[11:55AM]
#Mushin
#BreakdownReports
There's a brokendown loaded 40ft containerized truck with mechanical faults at Post Office Intersections inward journey Challenge. 
 Tow truck has been contacted for evacuation while personnel are on ground for adequate monitoring. 
A lane is https://t.co/i9pqFBIJ2p",Mon Jan 13 11:02:12 +0000 2025,"['Mushin', 'BreakdownReports']"
"[10:00AM] #IyanaIpaja #BreakdownReport #IncidentReport 

A Container-Laden Truck has broken down at Alagba Roundabout due to a gear problem, and it has blocked access to the road.

Traffic has been detoured and our Men are on top of the situation, also effort is on for https://t.co/MemH0esDAg",Mon Jan 13 09:19:27 +0000 2025,"['IyanaIpaja', 'BreakdownReport', 'IncidentReport']"
"[9:15AM] #VI #VictoriaIsland #BreakdownReport #IncidentReport 

A PMS laden Tanker broke down at School Corner inwards BJ, taking up a lane.

Traffic is slightly affected, and effort is on to fix it and get it moving.

@lagosMOT1
@Gidi_Traffic
@GoldmyneTV
@followlasg
@gm_lastma https://t.co/5rzF0wm2gj",Mon Jan 13 08:28:26 +0000 2025,"['VI', 'VictoriaIsland', 'BreakdownReport', 'IncidentReport']"
"[8:25AM] #LagosBadagryExpress #BreakdownReport #IncidentReport 

A truck broke down at Abule Ado Bus stop inwards Iyana Iba, taking up a lane and slightly affecting traffic.

Effort is on to get it off the road.

@Sola_Giwa @followlasg @Mr_JAGs @GoldmyneTV @gm_lastma https://t.co/rftHqa4Gzn",Mon Jan 13 07:45:57 +0000 2025,"['LagosBadagryExpress', 'BreakdownReport', 'IncidentReport']"
"[7:45AM] #IyanaIpaja #BreakdownReport 

A loaded truck broke down at Iyana Ipaja Roundabout, blocking access to a better part of the road and causing traffic to backlog slightly.

Efforts are on to fix it and get it moving.

Our Men are strategically located. 

@lagosMOT1 https://t.co/ERcHkwrDFJ",Mon Jan 13 07:05:18 +0000 2025,"['IyanaIpaja', 'BreakdownReport']"
"[7:35AM] #LekkiEpeExpress #BreakdownReport 

A minitruck broke down at Alasia inwards Epe, with no effect on traffic. The owners are on to fixing it.

Our Men are strategically located.

@lagosMOT1
@Gidi_Traffic
@GoldmyneTV
@followlasg
@gm_lastma
@lagostraffic961
@TrafficChiefNG https://t.co/c3OCOTgJBv",Mon Jan 13 07:01:06 +0000 2025,"['LekkiEpeExpress', 'BreakdownReport']"
"[7:30AM] #IkoroduRoad #TrafficUpdate 

Traffic is good from Ojota Interchange to Ojota Bus stop and New Garage, but quite slow on the Odo-Iyalaro Bridge after which it is better to the Independence Tunnel, Harbour Works, Idiroko, Anthony, Obanikoro, Palmgrove and Onipan. https://t.co/1k4I2Dv0PC",Mon Jan 13 06:51:24 +0000 2025,"['IkoroduRoad', 'TrafficUpdate']"
"[7:26AM] #LagosIbadanExpress #TrafficUpdate 

Traffic is good from Berger to Otedola, Alausa, Conoil, Old Toll Gate, Motorways, Ohore Bridge, Chinatown, Alapere, Ogudu and Ifako.

Our Men are fully on ground Managing the traffic.

@Sola_Giwa @followlasg @Mr_JAGs @GoldmyneTV https://t.co/WTPFYVIghd",Mon Jan 13 06:47:07 +0000 2025,"['LagosIbadanExpress', 'TrafficUpdate']"
"[7:15AM] #AgegeMotorRoad #TrafficUpdate 

Due to the Narrowing of the lanes at National and Pedestrian crossing, traffic is slow and has backlogged to Ile-Zik.

Aside this, traffic is good from Dopemu down to Oshodi.

@lagosMOT1
@Gidi_Traffic
@GoldmyneTV
@followlasg
@gm_lastma https://t.co/Njc2d3WSbT",Mon Jan 13 06:36:59 +0000 2025,"['AgegeMotorRoad', 'TrafficUpdate']"
"[7:04AM] #Costain #EkoBridge #TrafficUpdate 

Traffic is good from Costain inwards the Eko Bridge to IJora Ramp, NEPA and Apongbon. 

Traffic back to Costain from Apongbon is also good.

@lagosMOT1
@Gidi_Traffic
@GoldmyneTV
@followlasg
@gm_lastma
@lagostraffic961
@TrafficChiefNG https://t.co/M3k6rtLA4Q",Mon Jan 13 06:18:43 +0000 2025,"['Costain', 'EkoBridge', 'TrafficUpdate']"
"[6:40AM] #ThirdMainlandBridge #3MB #TrafficUpdate 

Traffic is good in and out of the Third Mainland Bridge.

From the Entry Point on the Mainland through Ilaje, Unilag Water-Front, Adekunle, Adeniji inwards Ilubirin is all good. 

@Sola_Giwa @followlasg @Mr_JAGs @GoldmyneTV https://t.co/JyyisljzkH",Mon Jan 13 05:56:07 +0000 2025,"['ThirdMainlandBridge', '3MB', 'TrafficUpdate']"
"[6:30AM] #VI #VictoriaIsland #AccidentReport #IncidentManagement #IncidentReport 

An accident occurred at Law School inwards Bonny Camp, taking up more than a lane in the process.

No casualties involved, and efforts are ongoing to resolve it and get the vehicles off the road. https://t.co/rF3KoJWeD6",Mon Jan 13 05:50:31 +0000 2025,"['VI', 'VictoriaIsland', 'AccidentReport', 'IncidentManagement', 'IncidentReport']"
"[6:15AM] #LagosAbeokutaExpress #AbuleEgba #TrafficUpdate 

Traffic is good from Ajegunle through Mosalasi to Kola, Salolo, Meiran, Ijaiye to Abule Egba is good.

Traffic is also good in and out of Charity intersection.

Social club road is good as well.

@Sola_Giwa @followlasg https://t.co/xsT1RWJpvK",Mon Jan 13 05:38:41 +0000 2025,"['LagosAbeokutaExpress', 'AbuleEgba', 'TrafficUpdate']"
"[6:00AM] #LagosAbeokutaExpress #AgegeMotorRoad #TrafficUpdate 

Traffic is good from Dopemu through Cement, Mangoro, Ile-Zik, Ajayi Farm, then a bit slow at Ikeja Along inwards National.

Traffic is better after National to Airport, PWD, Shogunle, Laduni and Bolade approaching https://t.co/gX1gTpyxpz",Mon Jan 13 05:09:20 +0000 2025,"['LagosAbeokutaExpress', 'AgegeMotorRoad', 'TrafficUpdate']"
"[8:51PM] #Apongbon #TrafficUpdate 

Good movement on CMS Bridge inward Offin Canal market down to Ijora Olopa by NEPA intersection.

Good movement on Broad Street on the stretch to Apongbon U/bridge to connect Offin Canal market and Olowogbowo.

Good movement on both sides of Eko",Sun Jan 12 19:53:35 +0000 2025,"['Apongbon', 'TrafficUpdate']"
"[8PM] #Idumota #TrafficUpdate 

Movement from ldumota U/bridge inward Eyin Eyo connecting Balogun Street is free.

Tinubu Square inw Nnamdi Azikiwe Street down to Tom Jones intersection is free.

Adeniji Adele Road through Oba's Palace and Police Post is good.

Ilubinrin https://t.co/n1H95sEzpw",Sun Jan 12 19:05:21 +0000 2025,"['Idumota', 'TrafficUpdate']"
"[7:37PM] #PWD #TrafficUpdate 

Good movement inw Cement.
Sule junction from Bolade Oshodi intersection through Ladipo, Shogunle, PWD, Airport B/stop down to Mangoro is good.

Cement inw Sule junction down to Bolade Oshodi intersection is very good.

#FollowLASTMA",Sun Jan 12 18:41:31 +0000 2025,"['PWD', 'TrafficUpdate', 'FollowLASTMA']"
"[7PM] #Anthony #TrafficUpdate 

Free flow of movement from Dormanlong bridge inward Anthony both on the main carriage way and the service lane. 

Anthony inward Maryland, Odo iyaaloro, Ojota down to Interchange is good.

Return journey from Interchange inward Ojota is good.",Sun Jan 12 18:06:15 +0000 2025,"['Anthony', 'TrafficUpdate']"
"[5:57PM] #LekkiEpeExp #TrafficUpdate 

There is good traffic movement on the Lekki-Epe Expressway from under bridge towards Ado road and vice versa. Traffic is also flowing freely from under bridge through the Adesanya to General paint stretch.

The road condition is good from https://t.co/qNiiEENdEJ",Sun Jan 12 16:59:45 +0000 2025,"['LekkiEpeExp', 'TrafficUpdate']"
"[4:57PM] #LagosBadagryExp #TrafficUpdate 

Vehicular movement from Agbara Customs Checkpoint to First Gate, Ijanikin, traffic flows smoothly. However, between the Second Gate and Iyana Era, traffic congestion is observed due to pedestrian crossings, motorists accessing the https://t.co/bo8dlOBPTZ",Sun Jan 12 16:02:24 +0000 2025,"['LagosBadagryExp', 'TrafficUpdate']"
"[4:12PM] #OrileIganmu #TrafficUpdate 

 Movement from Iganmu Bridge towards Doyin Bus Stop, Orile, and further down to Suru Alaba/Mile 2 is experiencing smooth and efficient traffic. The return journey from Mile 2, encompassing Signal Barracks, Odunade, and Orile Bus Stop, Police https://t.co/nfMGskfCkD",Sun Jan 12 15:15:52 +0000 2025,"['OrileIganmu', 'TrafficUpdate']"
"[3:34PM] #PWD #TrafficUpdate 

Movement from Bolade Oshodi intersection, Ladipo, Shogunle, PWD, Airport turning, Airport Bstop, National, ascending and descending Ikeja overpass bridge, Ajayi farm, Ile Zik, Mangoro, Cement, and Sule junction is currently smooth.
Traffic flow https://t.co/cu3nFhtKfT",Sun Jan 12 14:35:49 +0000 2025,"['PWD', 'TrafficUpdate']"
"[3:30PM] #MashaAguda #Surelere #TrafficUpdate 

Movement along Eric Moore Road towards Abebe Village and Iganmu Bridge is smooth. Similarly, Jimoh Odutola Street is experiencing good and fast traffic flow. Traffic between Eric Moore Junction and Bode Thomas Junction is moving https://t.co/aeVTdatIsI",Sun Jan 12 14:33:27 +0000 2025,"['MashaAguda', 'Surelere', 'TrafficUpdate']"
"[3:16PM] #OjoduBerger #BreakdownReport 

 A container laden truck has broken down with battery issues at Isheri Olowora inward River Valley Roundabout. 
Our officers are present there to control and direct motorists, to prevent total disruption to traffic, while efforts are https://t.co/nmki3YQaOK",Sun Jan 12 14:22:42 +0000 2025,"['OjoduBerger', 'BreakdownReport']"
"[2:40PM] #EbuteEro #Apongbon #TrafficUpdate  

 Smooth movement is observed on the CMS Bridge, specifically on the inward stretch towards Offin Canal Market from Ijora Olopa by NEPA.
Broad Street, leading towards Apongbon beneath the bridge, connecting Offin Canal Market and https://t.co/hHM3QIvz1J",Sun Jan 12 13:46:43 +0000 2025,"['EbuteEro', 'Apongbon', 'TrafficUpdate']"
"[2'26PM] #Mile12 #IkoroduRoad #TrafficUpdate 

Vehicular movement from Odo Ogun to Mile 12 is quite fast at this time. Navigating through under Mile 12 bridge inward Ajelogo is good in both directions. 

 Ascending and descending Mile 12 bridge inward Kosofe down to Iyana School https://t.co/YkYscD5LMt",Sun Jan 12 13:30:49 +0000 2025,"['Mile12', 'IkoroduRoad', 'TrafficUpdate']"
"[2:17PM] #OkotaIsolo #TrafficUpdate 

The Cele stretch towards Pako is currently experiencing smooth traffic flow in both directions. Ago Palace Road, both inbound and outbound, have also encouraging traffic movement with minimal congestion around Apple Junction.

Nwachukwu Drive",Sun Jan 12 13:23:39 +0000 2025,"['OkotaIsolo', 'TrafficUpdate']"
"[10:44AM] 
#LagBadgryExpWay
#AbuleAdo
#AccidentReport

An accident occurred at Abule ado bus stop main carriage way inward Trade fair, all affected vehicles have been cleared but left with a broken down Flat Body truck loaded with Iron metal.
Effort is still ongoing for its https://t.co/1EqCDR0Dox",Sun Jan 12 09:50:11 +0000 2025,"['LagBadgryExpWay', 'AbuleAdo', 'AccidentReport']"
"[9:46AM] #Mile12
#AccidentReport

A commercial Coaster bus had a spring problem while on motion and rammed through the median descending Mile12 bridge inward Owode.
Thankfully there is no casualty (Injured person).

It's currently having zero effect on traffic and effort is https://t.co/yU3nnXvt5y",Sun Jan 12 08:52:16 +0000 2025,"['Mile12', 'AccidentReport']"
"[8AM]  #LekkiAjahCorridor
#Ilaje
#BreakdownReport

There's a faulty containerized vehicle at Ilaje  opposite NNPC inward Northwest on Lekki-Ajah corridor.

Effort is ongoing to rectify the fault and move it off the location.

It's having less effect on traffic flow.
#FollowLASTMA https://t.co/GDTwKAKQh5",Sun Jan 12 07:08:39 +0000 2025,"['LekkiAjahCorridor', 'Ilaje', 'BreakdownReport', 'FollowLASTMA']"
"[7:45AM]  #LagIbdExpWay
#3MB
#TrafficUpdate

It's Sunday morning and the best travel time, but not the best time for a Car race.

Please drive carefully and maintain the speed limit.

It's very free from Kara bridge inward Berger enroute Iyana Oworo, same  as the return journey https://t.co/75AaWzjJB3",Sun Jan 12 06:55:14 +0000 2025,"['LagIbdExpWay', '3MB', 'TrafficUpdate']"
"[6AM] #Iponri
#AccidentReport

A loaded container fell from its truck while ascending Costain bridge at Iponri inward Costain.

The flat body has been towed to LASTMA yard Iponri while effort is still ongoing to evacuate the fallen container.
Drive carefully while approaching https://t.co/76dWweZT4r",Sun Jan 12 05:29:34 +0000 2025,"['Iponri', 'AccidentReport']"
"[9:20PM] #InnerIkorodu #TrafficUpdate 

Traffic has finally subsided both the length and the breath of the axis, all the way from Sabo roundabout inward Alaka down to Itamaga and the return journey from Itamaga to Sabo roundabout is in good shape.

Itamaga inward Lucky fibre, https://t.co/7FZhmU9Imb",Sat Jan 11 20:26:02 +0000 2025,"['InnerIkorodu', 'TrafficUpdate']"
"[8:50PM] #Ikoyi #Obalende
#TrafficUpdate 

Falomo round about inward Awolowo road stretch down to Onikan round about is good to go.

Falomo inward Bourdillon road, Alexander road link bridge Alexander round about inward Gerrad round about has appreciable movement.

Alfred Rewane https://t.co/1KX01JsfVl",Sat Jan 11 19:54:27 +0000 2025,"['Ikoyi', 'Obalende', 'TrafficUpdate']"
"[8:20PM] #Dopemu #TrafficUpdate 

The movement of vehicles from Cement connecting Dopemu under bridge down to Iyana Ipaja is a busy one while the return journey to Goye junction connecting Akiwowo junction down to Alaguntan junction is a moving traffic....

From Agbotikuyo https://t.co/oGoGseX2y1",Sat Jan 11 19:22:38 +0000 2025,"['Dopemu', 'TrafficUpdate']"
"[6:43PM] #IyanaDopemu #IncidentReport 

An accident between a Lexus and a Mercedes Benz at Iyana Dopemu Inwards Iyana Ipaja causing backlog at the moment, but our officers are on the scene managing the situation effectively. Also, Police officers are on the ground for evaluation. https://t.co/KrBIdxtas7",Sat Jan 11 17:44:51 +0000 2025,"['IyanaDopemu', 'IncidentReport']"
"[6:28PM] #Agege #TrafficUpdate 

An appreciable movement on Ijaiye-Ogba road with slight delay by Odo Eran in and outward Oba Ogunji due alternation.  Fumec, Acme junction connecting Metal box is good to go. Oba Akran Avenue stretch is fast moving traffic inward Mobil Ashade. https://t.co/HpkdsOyLwk",Sat Jan 11 17:28:18 +0000 2025,"['Agege', 'TrafficUpdate']"
"[5:37PM] #IyanaIbaBridge #LagosBdgExp #IncidentReport 

A broken down 40ft containerized truck on Iyana Iba Bridge inward LASU gate along Lagos Badagry Expressway. The mechanic is working on it presently, while our officers are on scene managing the situation effectively. https://t.co/qD0tuvFatt",Sat Jan 11 16:35:12 +0000 2025,"['IyanaIbaBridge', 'LagosBdgExp', 'IncidentReport']"
"[4:58PM] #InwardIkoroduRd #IncidentReport 

A broken down loaded tanker with mechanical fault at Bertola junction inward Ikorodu road. Effort is ongoing for its evacuation while our officers are on scene managing the situation effectively. https://t.co/KqSFTWdBgh",Sat Jan 11 15:58:07 +0000 2025,"['InwardIkoroduRd', 'IncidentReport']"
"[4:51PM] #IkoroduRd #IncidentReport 

A broken down loaded mini truck with rear tyre problem on the main carriageway, Mile 12 inward Ketu. Effort is ongoing for its evacuation while our officers are on scene managing the situation effectively. https://t.co/C1KtuNSuSV",Sat Jan 11 15:52:41 +0000 2025,"['IkoroduRd', 'IncidentReport']"
"[4:41PM] #AgegeMotorRd #IncidentReport 

A broken down LT bus with tyre problem at Cappa inward Oshodi, with no effect on traffic at the moment. The driver is making effort to get it fixed while our officers are on scene monitoring the situation. https://t.co/daZnIKJkzT",Sat Jan 11 15:42:15 +0000 2025,"['AgegeMotorRd', 'IncidentReport']"
"[1:15PM] #FunsoWilliams #AccidentReport #IncidentManagement 

An accident has occurred at Abalti Barracks inwards Fadeyi, with 4 Casualties involved. 

This has taken up a lane in the process, and our Men are strategically located ensuring traffic flow and safety. 

@lagosMOT1 https://t.co/j8h4YJUHeM",Sat Jan 11 12:25:46 +0000 2025,"['FunsoWilliams', 'AccidentReport', 'IncidentManagement']"
"[12:58PM] #ThirdMainlandBridge #3MB #AccidentReport #IncidentReport #IncidentManagement 

An accident involving a Toyota Camry and a Mini Bus (a.k.a. Korope)  ocurred at Unilag Water-Front on the Third Mainland Bridge inwards Adeniji with two (2) Casualties involved

This has https://t.co/BzNlDXgfIU",Sat Jan 11 12:09:55 +0000 2025,"['ThirdMainlandBridge', '3MB', 'AccidentReport', 'IncidentReport', 'IncidentManagement']"
"[12:30PM] #FunsoWilliams #FunsoWilliamsAvenue #BreakdownReport

A loaded truck broke down on the Ojuelegba Bridge inwards Barracks, taking up a lane in the process.

Traffic is slightly affected and our Men are on ground to ensure safety be smooth traffic flow.

Effort is on to https://t.co/43BkImpuXw",Sat Jan 11 11:59:12 +0000 2025,"['FunsoWilliams', 'FunsoWilliamsAvenue', 'BreakdownReport']"
"[11:55AM] #EkoBridge #Costain #BreakdownReport 

A Container-Laden truck has broken down at Costain inwards Eko Bridge, taking up a lane in the process.

Traffic is slightly affected, and our Men are strategically located, ensuring traffic is seamless.

@Sola_Giwa @followlasg https://t.co/bm4CYaxA1o",Sat Jan 11 11:00:13 +0000 2025,"['EkoBridge', 'Costain', 'BreakdownReport']"
"[10:45AM]
#Apapa_Wharf
#BreakdownReports 
There's a brokendown truck loaded with iron at Liverpool bridge inward journey Mile 2. 
Owners are making effort to fix it. 
Men are on ground and tow truck has been contacted as well. 
Traffic still good at the moment.
@trafficbutter https://t.co/77Vem7kUG5",Sat Jan 11 09:52:08 +0000 2025,"['Apapa_Wharf', 'BreakdownReports']"
"[10:35AM]
#Otto_Ijanikin
#TrafficReports 
Lagos State Water Corporation is carrying out some works by cutting part of the  road at Iyana Iba outward Igando due to an Underground Pipe  leakage. 
Personnels are on ground making sure traffic is under control.
@trafficbutter https://t.co/4JOOgzbhsW",Sat Jan 11 09:40:54 +0000 2025,"['Otto_Ijanikin', 'TrafficReports']"
"[8:20AM]
#Otto_Ijanikin
#TrafficReports 
Good movement from Abule to Iyana Iba intersection( Service lane), while the main carriage way was blocked at Afolabi Ege due to accident between 2 trucks and vehicles are diverted to Afolabi Ege Flyover to link back Main carriage way. https://t.co/ZMG5IXAE5j",Sat Jan 11 07:22:51 +0000 2025,"['Otto_Ijanikin', 'TrafficReports']"
"[8:10AM]
#VI
#TrafficReports 
It’s a smooth vehicular movement descending from Mecwen bridge inward Bonny camp roundabout at the moment same as descending from Bonny camp bridge inward Ahmadu Bello road.
Ahmadu Bello road enroute Adetokunbo Ademola down to Eko Hotel roundabout https://t.co/L1CKmGckFk",Sat Jan 11 07:20:17 +0000 2025,"['VI', 'TrafficReports']"
"[7:40AM]
#Ogolonto
#AccidentReport
There's a report of a lone accident of a Truck conveying wood that fell on its side occupying part of the median and 50% of the road spilling it's contents on the floor at Majidun inward Mile 12. 
Recovery will be done when the content is https://t.co/aEMJDXde7o",Sat Jan 11 06:46:59 +0000 2025,"['Ogolonto', 'AccidentReport']"
"[7:36AM]
#Anthony
#TrafficReports 
We are still experiencing good movement from the Interchange to Ojota. 

Motorways to Ojota on the main carriage way is good while the service lane is equally good for vehicular movement. 

Ojota inward journey New garage on the main carriage https://t.co/QWuAYa3i7n",Sat Jan 11 06:41:35 +0000 2025,"['Anthony', 'TrafficReports']"
"[7:35AM]
#Ikoyi_Falomo
#TrafficReports 
Good vehicular movement from Simpson bridge, Dolphin bridge connecting Osborne Foreshore Inward Bayo Kuku intersection Golden gate, NNPC, Registry inward Akin Adesola bridge is good to go.

Falomo inward Awolowo road stretch down to Onikan https://t.co/M0HAZ8GMEM",Sat Jan 11 06:37:06 +0000 2025,"['Ikoyi_Falomo', 'TrafficReports']"
"[9:40PM] #OjoduBerger #TrafficUpdate 

Good movement in and out on Lagos Ibadan Expressway. 
Traffic has subsided from Isheri Olowora, River Valley and Kosoko. 
Better movement towards VIS, Grammar School, Omole junction, Excellence down to Wempco. 
Return journey is also good.",Fri Jan 10 20:41:47 +0000 2025,"['OjoduBerger', 'TrafficUpdate']"
"[9:04PM] #Ikoyi #TrafficUpdate 

Falomo inward Awolowo Road down to Onikan roundabout is good.

Bourdillon Road, Alexander Road link bridge, Alexander roundabout inward Gerrad roundabout are good.

Alfred Rewane Road inw Registry, NNPC, Golden Gate, Bayo Kuku intersection Osborne",Fri Jan 10 20:06:55 +0000 2025,"['Ikoyi', 'TrafficUpdate']"
"[9PM] #Ijanikin #TrafficUpdate 

Good traffic movement from Abule-Ado, Ojo Barracks, Volks down to Iyana Iba intersection.

Okokomaiko inw Mechanic is good, but slow movement around Pako, Iyana Isashi down to Isashi bus stop.
Iyana Era to Custom Checkpoint Agbara is good.

Good",Fri Jan 10 20:01:06 +0000 2025,"['Ijanikin', 'TrafficUpdate']"
"[8:51PM] #Apongbon #TrafficUpdate 

Good movement on Eko Bridge inward Apongbon.
Descending Eko Bridge inward CMS Bridge to connect CMS is very good.
Descending Eko Bridge inward Elegbeta Mini Stadium, Ebute-Ero market through Ejalonibu market down to Police Post is good.",Fri Jan 10 19:55:18 +0000 2025,"['Apongbon', 'TrafficUpdate']"
"[8:06PM] #Dopemu #TrafficUpdate 

Movement from Cement connecting Dopemu under bridge down to Iyana Ipaja is good, while from Goye Junction connecting Akiwowo Junction down to Alaguntan Junction is very busy.

Agbotikuyo inw Swipha down to Akowonjo roundabout connecting Shasha is",Fri Jan 10 19:10:00 +0000 2025,"['Dopemu', 'TrafficUpdate']"
